scenario_id,region_name,location_address,complainant_location_text,smell_type,smell_intensity,smell_duration,suspected_location_text,out__claude-opus-4-8
423,제주도,제주시,미성빌라나동 인근,음식물 쉰내,미언급,"최근 10일 동안 오전에 세 번, 오후에 대여섯 번씩 반복",미언급,"상담원: 안녕하세요. 제주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 저기 우리 동네에 냄새가 나도 너무 나부난 전화했수다. 도저히 못 살키여.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 이게 뭐랜 해사 하코양, 음식물 쉰내 같은 거 있잖수과. 시큼허게 상한 냄새가 확 올라오는 게 속이 다 울렁거려마씸.

상담원: 알겠습니다. 지금 계신 위치가 어디쯤인지 알려주시겠어요?

민원인: 여기 미성빌라 나동 근처우다. 그 주변 골목에서 냄새가 확 풍겨오난 창문도 못 열엄쪄.

상담원: 네, 확인했습니다. 혹시 냄새가 하루 중 특정 시간대에 더 심한가요?

민원인: 요 열흘 정도 됐수다게. 아침에도 두세 번, 오후에는 대여섯 번씩 계속 올라오난 참말로 미치겠어예... 아니, 미치켜.

상담원: 그렇군요. 혹시 냄새가 어디에서 나는지 짐작 가는 곳이 있으신가요?

민원인: 그게 딱 어디랜 말은 못 허키여. 골목 여기저기서 나난 어드레서 오는지 나도 모르쿠다.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
424,충청도,대전,골든리버아파트,그을음 냄새,밤 10시 이후 더 심해짐,최근 2주째 아침부터 저녁까지 간간이 반복,미언급,"상담원: 안녕하세요. 대전시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 저 여기 골든리버아파트 사는 사람인디유. 요새 이상한 냄새가 나서 도저히 못 살겠어유. 좀 알아봐 주셔유.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 구체적으로 말씀해 주실 수 있을까요?

민원인: 뭐랄까, 그 뭐 타는 냄새 있잖유. 그을음 냄새라고 해야 하나. 뭘 태우는 것마냥 매캐한 냄새가 나유.

상담원: 그을음 냄새시군요. 지금 계신 위치가 골든리버아파트 맞으실까요? 동이나 층수도 알려주시면 확인에 도움이 됩니다.

민원인: 예, 골든리버아파트 맞구유. 저는 103동 15층에 사는디, 창문만 열믄 냄새가 확 들어와유. 참 답답혀유.

상담원: 알겠습니다. 혹시 냄새가 특정 시간대에 더 심해지는 편인가요?

민원인: 그게유, 낮에도 나긴 나는디 밤 열 시 넘어가믄 훨씬 독해져유. 잠을 못 잘 정도라니께유.

상담원: 그러시군요. 이런 증상이 대략 언제부터 시작됐는지 기억나시나요?

민원인: 한 이 주 됐나 봐유. 아침부텀 저녁까정 간간이 계속 나는디, 하루 이틀도 아니고 아주 미치겄슈. 얼른 좀 봐 주셔유.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
425,강원도,춘천시,그랜드아파트 근처,불에 그을린 냄새,미언급,미언급,미언급,"상담원: 안녕하세요. 춘천시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 냄새가 하도 이상해서 전화했잖소. 뭐가 타는 것 같은 냄새가 자꾸 나서 영 못살겠소.

상담원: 불편을 드려 죄송합니다. 혹시 어떤 냄새인지 좀 더 자세히 말씀해 주실 수 있을까요?

민원인: 뭐랄까, 불에 그을린 냄새 있잖소. 나무 같은 게 타는 그런 매캐한 냄새래요. 코가 다 맵고 그렇소.

상담원: 네, 그을린 냄새시군요. 지금 계신 위치를 알려주시겠어요?

민원인: 여가 그랜드아파트 근처라요. 그 아파트 바로 옆이래요. 냄새가 이짝으로 확 몰려오는 게 참 답답하잖소.

상담원: 알겠습니다. 그랜드아파트 근처 말씀이시죠. 혹시 냄새가 점점 심해지거나 하는 변화는 있으셨나요?

민원인: 글쎄, 그건 잘 모르겠소. 그냥 나면 나고 그러니께 얼마나 오래 가는지도 딱히 모르겠구만.

상담원: 네, 그러셨군요. 혹시 어디서 냄새가 나는지 짐작 가는 곳이 있으신가요?

민원인: 아, 그건 나도 잘 모르겠소. 그냥 갑자기 이래 냄새가 나니께 어디선지 알 수가 없잖소. 얼른 좀 봐주소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
426,경상도,부산진구,당감동원타워아파트 인근,아스팔트 냄새,밤이 깊어질수록 심해짐,미언급,미언급,"상담원: 안녕하세요. 부산진구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아 예, 여기 당감동원타워아파트 근처인데예, 밤마다 이상한 냄새가 나가꼬 잠을 못 자겠심더.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 구체적으로 말씀해 주시겠어요?

민원인: 그기 뭐라캐야 되노, 꼭 아스팔트 깔 때 나는 그 진한 냄새 안 있습니까. 딱 그 냄새라예.

상담원: 아스팔트 냄새라고 하셨군요. 정확한 위치를 다시 한 번 확인 부탁드립니다. 당감동원타워아파트 인근이 맞으신가요?

민원인: 예예, 맞습니더. 아파트 바로 옆에서부터 그 냄새가 확 올라옵니더. 창문도 못 열고 있어예.

상담원: 냄새의 강도가 시간대에 따라 달라지는 편인가요?

민원인: 낮에는 그럭저럭 견딜 만한데, 밤이 깊어질수록 더 심해지는 기라예. 자정 넘어가믄 머리가 다 아플 지경입니더.

상담원: 밤이 깊어질수록 심해진다는 말씀 잘 알겠습니다. 혹시 냄새가 어디서 흘러나오는지 짐작되는 곳이 있으신가요?

민원인: 그건 딱히 모르겠심더. 어데서 오는지 알아야 뭐라캐도 할낀데, 그냥 밤마다 확 퍼지는 것만 알겠어예.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
427,전라도,익산시,아름드리아파트 근처,물고기 썩는 냄새,미언급,아침 9시쯤 시작해서 낮 12시 전까지,미언급,"상담원: 안녕하세요. 익산시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 저기 아름드리아파트 근처 사는 사람인디, 아침부터 냄새 땜시 도저히 못 살겄어라. 이거 어디다 말을 해야 쓰까 싶어서 전화혔소.

상담원: 불편을 드려 죄송합니다. 혹시 어떤 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 뭐랄까, 꼭 물고기가 푹 썩은 것맹키로 비린내가 아주 진동을 헌당께. 창문을 못 열어라, 속이 다 미식거려서.

상담원: 물고기 썩는 것 같은 비린내 말씀이시군요. 지금 계신 위치가 아름드리아파트 근처가 맞으실까요?

민원인: 잉, 맞어라. 아파트 바로 옆 동네인디 여그가 냄새가 유독 심허요. 딴 데는 어쩐지 몰라도 우리 쪽은 아주 못 견디겄어라.

상담원: 알겠습니다. 그 냄새가 보통 언제쯤 나기 시작하던가요?

민원인: 아침에 한 아홉 시쯤 되믄 슬슬 올라오기 시작혀서 점심 되기 전까지, 열두 시 못 미쳐서까정 그런당께. 딱 그 시간만 되믄 어김없이 나요.

상담원: 그렇군요. 혹시 냄새가 어느 방향에서 나는지, 짐작 가는 곳이 있으신가요?

민원인: 그것이 딱 꼬집어서는 모르겄어라. 그냥 바람 불믄 어디선가 확 밀려오는디, 워디서 오는지는 나도 당최 못 잡겄소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
428,제주도,제주시,부영아파트외도2차202동,미언급,미언급,미언급,미언급,"상담원: 안녕하세요. 제주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 저기 외도동 부영아파트외도2차 202동에 사는 사람인디, 요새 냄새가 하도 심허영 전화헴수다. 창문을 못 열엉 살암수과.

상담원: 불편을 드려 죄송합니다. 혹시 어떤 종류의 냄새인지 말씀해 주실 수 있을까요?

민원인: 게메, 뭐랜 말해사 될지 몰르켜. 뭔가 썩은 내 같기도 허곡, 하수구 냄새 닮은 것도 잇곡 막 요상허우다.

상담원: 알겠습니다. 지금 계신 곳이 부영아파트외도2차 202동 맞으신가요?

민원인: 맞수다, 202동. 우리 집이 높은 층인디도 이추룩 냄새가 올라오난 미치켜.

상담원: 그러시군요. 이 냄새가 계속 나는 편인가요, 아니면 특정 시간대에 더 심해지나요?

민원인: 아침에 좀 낫당 저녁 되민 확 심해졈수다. 어떤 날은 밤새 냄새가 안 빠져부런 잠도 못 잘 정도라.

상담원: 많이 힘드셨겠습니다. 혹시 냄새가 어디서 나는지 짐작 가는 곳이 있으실까요?

민원인: 그게 어디서 나는지 잘 몰르켜. 그냥 바람 불민 어디선가 확 나난 어디랜 콕 짚엉 말은 못허쿠다.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
429,충청도,서산시,대평종합정비타운,마늘 썩은 냄새,미언급,수개월째 밤마다 짧게 반복,미언급,"상담원: 안녕하세요. 서산시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 저기유. 밤마다 이상한 냄새가 나서 참다 참다 전화혔슈. 잠을 못 자겄어유.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주실 수 있을까요?

민원인: 그게 뭐랄까, 마늘 썩은 냄새 같은 겨. 코를 확 찌르는디 아주 고약혀유. 속이 다 메스껍구먼유.

상담원: 마늘 썩은 냄새군요. 지금 어느 지역에 계신지 위치를 알려주시겠어요?

민원인: 여기 대평종합정비타운 쪽이유. 그 근처 사는디 밤만 되면 냄새가 스멀스멀 올라와유.

상담원: 알겠습니다. 냄새 강도가 시간에 따라 달라지는 편인가요?

민원인: 강도야 뭐 딱히 신경은 안 썼는디, 여튼 밤마다 짧게 확 났다가 사라지고 그려유. 그게 벌써 몇 달째라 아주 죽겄슈.

상담원: 수개월째 밤마다 반복되고 있다는 말씀이군요. 혹시 냄새가 어디서 나는지 짐작 가는 곳이 있으신가요?

민원인: 그건 나두 잘 모르겄유. 워디서 오는 건지 도통 알 수가 없어유. 아무튼 좀 빨리 좀 봐줘유.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
430,강원도,원주시,한신휴플러스2차아파트,거름 냄새,바람이 멎으면 오히려 심해짐,미언급,흑염소가공공장,"상담원: 안녕하세요. 원주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 한신휴플러스2차아파트인데요, 요새 냄새 때문에 아주 못 살겠소. 창문을 열 수가 없어요.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주실 수 있을까요?

민원인: 그게 뭐랄까, 두엄 냄새라 해야 하나… 거름 냄새 같은 게 확 올라오는데 아주 지독해요. 코를 찌른다니까.

상담원: 네, 거름 냄새라고 하셨군요. 지금 계신 곳이 한신휴플러스2차아파트가 맞으실까요?

민원인: 맞아요, 2차아파트. 여 사는 사람들이 다 냄새 난다고 난리라니까. 우리만 그런 게 아니래요.

상담원: 알겠습니다. 그 냄새가 특정 시간대나 상황에서 더 심해지는 편인가요?

민원인: 그게 참 요상혀요. 바람이 불 땐 좀 낫다가도, 바람이 딱 멎으면 오히려 더 진하게 깔려서 숨이 턱 막히우야.

상담원: 그러시군요. 혹시 냄새가 어디에서 나는지 짐작 가시는 곳이 있으신가요?

민원인: 아무래도 저 아래 흑염소가공공장 있잖소. 거기서 나는 거 같애요. 그쪽만 하면 냄새가 확 나거든.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
431,경상도,경주시,경주시종합자원화단지 맞은편,그을음 냄새,미언급,미언급,미언급,"상담원: 안녕하세요. 경주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 냄새가 하도 심해가 전화했심더. 뭐가 타는 그런 냄새가 자꾸 나가꼬 못 견디겠네예.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 좀 더 구체적으로 말씀해 주시겠어요?

민원인: 그으 뭐랄까, 그을음 냄새라예. 뭐 태우는 것맨치로 매캐한 그런 냄새가 코를 확 찌른다 아입니꺼.

상담원: 그을음 냄새시군요. 지금 어디에서 냄새를 맡고 계신지 위치를 알려주시겠어요?

민원인: 여어가 경주시종합자원화단지 맞은편이라예. 딱 그 앞쪽 동네에 사는데 냄새가 요래 넘어온다카이... 아이고, 참말로 답답합니더.

상담원: 종합자원화단지 맞은편이시군요. 확인했습니다. 혹시 냄새 강도가 시간에 따라 달라지는 편인가요?

민원인: 그기 뭐 딱히 언제라꼬 말하기가 좀 그렇네예. 그냥 어쩔 때 확 나기도 하고예.

상담원: 알겠습니다. 그러면 냄새가 대략 얼마나 지속되는지도 혹시 파악되시나요?

민원인: 그것도 정확하게는 잘 모르겠고예, 그냥 나면 한참 가는 거 같기도 하고... 하튼 좀 빨리 봐주이소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
432,전라도,담양군,청전아파트 앞,썩은 물 냄새,바람이 강한 날 유난히 심해짐,미언급,미언급,"상담원: 안녕하세요. 담양군 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 청전아파트 앞인디, 요새 냄새가 하도 심해갖고 도저히 못 살겄어라. 좀 알아봐 주쇼.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 뭐라 혀야 쓰까이, 꼭 썩은 물 냄새 같은 그런 거여. 하수구서 물 고여갖고 상해뿐 냄새 안 있소? 딱 그거랑께.

상담원: 네, 썩은 물 냄새로 확인했습니다. 지금 계신 위치가 청전아파트 앞이 맞으실까요?

민원인: 그라제, 청전아파트 정문 바로 앞이여. 여그 나오기만 하믄 코를 딱 찌른당께.

상담원: 알겠습니다. 혹시 냄새가 특별히 더 심해지는 때가 있으신가요?

민원인: 있제, 바람이 씨게 부는 날이믄 유난히 더 심혀. 그런 날은 창문도 못 열고 아주 환장하겄어라.

상담원: 그러셨군요. 냄새가 어느 방향에서 흘러오는지 짐작 가시는 곳이 있으실까요?

민원인: 그것까진 나도 잘 모르겄어라. 그냥 바람 불믄 확 퍼져뿐께 어디서 오는지 딱 짚기가 애매혀.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
